ID,mechanism,fold
ABS75156,antibiotic target alteration,0
A0A0D8L0S8,antibiotic target alteration,0
A0A0P6RRU0,antibiotic inactivation,0
D1LFJ5,antibiotic inactivation,0
AAA26651,antibiotic inactivation,0
A0A0F0DVA7,antibiotic target alteration,0
A0A0D0M8P1,antibiotic target alteration,0
G8HDC7,antibiotic inactivation,0
ZP_04433622,antibiotic target protection,0
A0A0R1KAE4,antibiotic target alteration,0
R0CFW2,antibiotic target alteration,0
J8JAA9,antibiotic inactivation,0
A0A0Q6XAN3,antibiotic target alteration,0
A0A0J1NEV1,antibiotic target alteration,0
E3HNJ0,antibiotic inactivation,0
A0A127SV59,antibiotic inactivation,0
A0A0X3R1K7,antibiotic inactivation,0
A0A0L1LT32,antibiotic inactivation,0
A8YZV4,antibiotic target alteration,0
N8VLI6,antibiotic target alteration,0
A0A0E2ERJ0,antibiotic target alteration,0
J8B7I0,antibiotic inactivation,0
A0A0S3NSC4,antibiotic efflux,0
D5WHB3,antibiotic inactivation,0
K5EBC6,antibiotic target alteration,0
A0A127SDL6,antibiotic inactivation,0
M4WT30,antibiotic target alteration,0
R8XL67,antibiotic efflux,0
A0A068JFY8,antibiotic inactivation,0
D8MNJ7,antibiotic target alteration,0
A0A064D7K3,antibiotic inactivation,0
A0A0L6NED3,antibiotic inactivation,0
CAJ75666,antibiotic inactivation,0
I1V584,antibiotic inactivation,0
A0A0A1RJP3,antibiotic inactivation,0
A0A0Q7TTT3,antibiotic efflux,0
YP_001669149,antibiotic target alteration,0
A0A0C2V569,antibiotic target alteration,0
R7QWH9,antibiotic target alteration,0
A0A0D1JRY7,antibiotic inactivation,0
A0A022FVB8,antibiotic inactivation,0
A0A084ZNX2,antibiotic target alteration,0
A0A098FLV7,antibiotic inactivation,0
A0A0A0QAX2,antibiotic inactivation,0
A0A0B0KLG8,antibiotic inactivation,0
A0A109EN22,antibiotic target alteration,0
Q8L319,antibiotic inactivation,0
E2PJ30,antibiotic target alteration,0
Q3LS62,antibiotic inactivation,0
CAE12904,antibiotic target alteration,0
L0MG14,antibiotic inactivation,0
K1JLC1,antibiotic target alteration,0
G5D5E6,antibiotic inactivation,0
NP_756936,antibiotic efflux,0
A0A0L0M879,antibiotic target alteration,0
A0A0K2ZH55,antibiotic target alteration,0
ZP_02194849,antibiotic efflux,0
D4W9A8,antibiotic inactivation,0
A0A0K0NPH4,antibiotic inactivation,0
N8RL48,antibiotic target alteration,0
E6WD64,antibiotic target alteration,0
ZP_04200496,antibiotic inactivation,0
A0A142FK12,antibiotic inactivation,0
A0A0C4YIK6,antibiotic target alteration,0
ZP_03989103,antibiotic target protection,0
J5AR16,antibiotic target alteration,0
S6JTS1,antibiotic target alteration,0
A5TVI0,antibiotic target alteration,0
A0A0S9JI63,antibiotic inactivation,0
A0A0M1N4P5,antibiotic target alteration,0
YP_002147194,antibiotic efflux,0
A0A0A1YSW9,antibiotic target alteration,0
J3H1E2,antibiotic target alteration,0
A0A0W0IB01,antibiotic target alteration,0
U1WPC2,antibiotic target alteration,0
CAA68507,antibiotic inactivation,0
A0A009G730,antibiotic inactivation,0
N8Y3D6,antibiotic target alteration,0
V1H3Z1,antibiotic inactivation,0
A0A0F5ZNT1,antibiotic inactivation,0
A0A154WVA0,antibiotic inactivation,0
A0A0M4HC96,antibiotic inactivation,0
A0A127SY10,antibiotic inactivation,0
A0A099RVW9,antibiotic target alteration,0
ADH03009.1,antibiotic inactivation,0
J9WBN0,antibiotic target alteration,0
Q1NEF9,antibiotic target alteration,0
A0A0N9I2M0,antibiotic inactivation,0
A0A081BRY7,antibiotic target alteration,0
A0A0K6MI71,antibiotic target alteration,0
A0A0S2G2U1,antibiotic inactivation,0
A0A120G7V1,antibiotic inactivation,0
A0A0Q9Q2U0,antibiotic target replacement,0
R9KMG5,antibiotic target alteration,0
A0A0M2VSU0,antibiotic target alteration,0
YP_002397219,antibiotic efflux,0
A0A0Q4G0D5,antibiotic target alteration,0
A0A0R0CAI7,antibiotic inactivation,0
X6BFE4,antibiotic target alteration,0
AAV84883,antibiotic efflux,0
A0A094YXM5,antibiotic target alteration,0
A0A0E1YJG3,antibiotic target alteration,0
A0A0E3Z7K1,antibiotic inactivation,0
J4W167,antibiotic target alteration,0
A0A0M2T3K3,antibiotic inactivation,0
I8TY68,antibiotic target alteration,0
K1JAX6,antibiotic inactivation,0
A0A127SHC0,antibiotic inactivation,0
A0A127T207,antibiotic inactivation,0
J0MGT4,antibiotic target alteration,0
YP_776583,antibiotic efflux,0
ZP_04005119,antibiotic target alteration,0
J8H3A6,antibiotic inactivation,0
W6J512,antibiotic target alteration,0
A0A0A0Z0E9,antibiotic target alteration,0
J1AGR7,antibiotic target alteration,0
R4RZD7,antibiotic inactivation,0
A0A0D5L9T7,antibiotic inactivation,0
A0A0Q8CL89,antibiotic inactivation,0
A0A099VHD4,antibiotic inactivation,0
E3XRD1,antibiotic target alteration,0
A0A0T9UXH6,antibiotic inactivation,0
A0A125XE69,antibiotic target alteration,0
Q5L3H7,antibiotic target alteration,0
J3IRW2,antibiotic target alteration,0
E8RLK1,antibiotic target alteration,0
A0A126P797,antibiotic target alteration,0
CAJ77843,antibiotic efflux,0
A0A0K3YWK2,antibiotic efflux,0
A6BIT9,antibiotic target alteration,0
A0A127SQN8,antibiotic inactivation,0
Q2VCE4,antibiotic inactivation,0
YP_002848913,antibiotic efflux,0
A0A077L803,antibiotic inactivation,0
A0A010K5X5,antibiotic inactivation,0
ZP_04661876,antibiotic efflux,0
A4Y717,antibiotic inactivation,0
T4HX36,antibiotic target alteration,0
YP_001348697,antibiotic target alteration,0
ABF67771,antibiotic inactivation,0
U7UC47,antibiotic target alteration,0
A0A0E4AR36,antibiotic inactivation,0
A0A0Q8Z7K7,antibiotic target alteration,0
ZP_01802436,antibiotic target alteration,0
CAJ88549,antibiotic target protection,0
A0A0E9BCZ4,antibiotic target alteration,0
A0A0Q9J6P7,antibiotic target alteration,0
ABW39616,antibiotic efflux,0
A0A0P9I5J7,antibiotic target alteration,0
AAG42234,antibiotic inactivation,0
J2KK32,antibiotic inactivation,0
A0A090V2D5,antibiotic efflux,0
A0R8Y3,antibiotic target alteration,0
A0A0A2H5X2,antibiotic inactivation,0
A0A127SSQ6,antibiotic inactivation,0
D1LFD7,antibiotic inactivation,0
A0A0U1YWK2,antibiotic inactivation,0
D0UX55,antibiotic inactivation,0
ZP_02904981,antibiotic efflux,0
A0A0P6SFW3,antibiotic target alteration,0
W4EI78,antibiotic target alteration,0
A0A127SVD2,antibiotic inactivation,0
R8WUX3,antibiotic target alteration,0
A4W5P7,antibiotic inactivation,0
AAV74563,antibiotic target alteration,0
A0A0G2NMG9,antibiotic inactivation,0
A0A0Q9HH59,antibiotic target alteration,0
Q63BG1,antibiotic inactivation,0
A0A0Q0DTF3,antibiotic target alteration,0
Q9AMA2,antibiotic inactivation,0
B8K1T9,antibiotic inactivation,0
A0A0F5IK67,antibiotic inactivation,0
A0A009K866,antibiotic inactivation,0
YP_560128,antibiotic target alteration,0
K7SGI0,antibiotic efflux,0
A0A0A0Q8L6,antibiotic inactivation,0
A0A0E3MJD5,antibiotic target alteration,0
CAE46077,antibiotic target protection,0
ACB20261,antibiotic inactivation,0
A0A0S1RIV0,antibiotic inactivation,0
NP_459919,antibiotic efflux,0
D7PIJ9,antibiotic inactivation,0
A0A0L0IXR7,antibiotic target alteration,0
Q57QJ1,antibiotic efflux,0
A0A127T7H2,antibiotic inactivation,0
R4WEE6,antibiotic inactivation,0
A0A0U3EBL2,antibiotic inactivation,0
YP_001457720,antibiotic efflux,0
A0A0M4FUW8,antibiotic target alteration,0
A0A0H1AU57,antibiotic inactivation,0
B8EAB0,antibiotic inactivation,0
ZP_04638972,antibiotic efflux,0
U6SQ41,antibiotic inactivation,0
A3K9E2,antibiotic inactivation,0
A0A084ZMP5,antibiotic efflux,0
A0A0Q3WUL9,antibiotic inactivation,0
A0A0M2VRW6,antibiotic inactivation,0
A0A095YKK3,antibiotic target alteration,0
A0A089NJW3,antibiotic inactivation,0
A0A150I408,antibiotic inactivation,0
R5E9L9,antibiotic target alteration,0
V8MP10,antibiotic inactivation,0
N8V8B3,antibiotic target alteration,0
A0A0C2V6U3,antibiotic inactivation,0
A0A0E1QI47,antibiotic target alteration,0
N8WGV2,antibiotic inactivation,0
A0A0B5RE95,antibiotic inactivation,0
A0A0B1FNN5,antibiotic efflux,0
A0A077J9U7,antibiotic target alteration,0
A0A0P6VCD1,antibiotic target alteration,0
T0F737,antibiotic target alteration,0
A0A0Q8FBI7,antibiotic target alteration,0
YP_002401190,antibiotic target alteration,0
A0A128AF63,antibiotic inactivation,0
C6JQ58,antibiotic target alteration,0
A0A142D587,antibiotic target alteration,0
A0A0D5WUG9,antibiotic target alteration,0
A0A127SDB7,antibiotic inactivation,0
ZP_02904979,antibiotic efflux,0
A0A0I9QQQ6,antibiotic inactivation,0
A0A083UJS5,antibiotic target alteration,0
L2VNH4,antibiotic efflux,0
I0HV05,antibiotic target alteration,0
A0A013WXX7,antibiotic target alteration,0
A0A0D7FBE8,antibiotic target alteration,0
AAY67968,antibiotic target alteration,0
A0A031IWM4,antibiotic inactivation,0
A0A0F2NTE3,antibiotic target alteration,0
A0A084A9L6,antibiotic target alteration,0
K5CND3,antibiotic target alteration,0
ABB70056,antibiotic target protection,0
J8RR07,antibiotic inactivation,0
A0A0A5FXA5,antibiotic inactivation,0
F4DR85,antibiotic inactivation,0
CAR59764,antibiotic efflux,0
YP_002108838,antibiotic efflux,0
A0A0Q4N0N1,antibiotic target alteration,0
J3HBJ9,antibiotic target alteration,0
B7SNP8,antibiotic inactivation,0
R7N9C0,antibiotic target alteration,0
A0A068R4P9,antibiotic efflux,0
A0A0E0UI29,antibiotic target alteration,0
A0A0D8AWQ9,antibiotic efflux,0
A0A127KXV6,antibiotic target alteration,0
D2ERZ5,antibiotic target alteration,0
D0SP26,antibiotic inactivation,0
YP_002150494,antibiotic inactivation,0
A0A0D1LHC4,antibiotic target alteration,0
AAP70377,antibiotic inactivation,0
D5WZ09,antibiotic target alteration,0
A0A075P2M4,antibiotic target alteration,0
C4IGD6,antibiotic inactivation,0
T8IZ76,antibiotic inactivation,0
A0A0P9URR5,antibiotic inactivation,0
I5BWK8,antibiotic target alteration,0
Q45414,antibiotic inactivation,0
K8DMM9,antibiotic inactivation,0
A0A0J6ZM31,antibiotic inactivation,0
C6DDL8,antibiotic target alteration,0
B7U9E3,antibiotic inactivation,0
A0A0K9JN64,antibiotic target alteration,0
A0A0Q5IQX5,antibiotic target alteration,0
W4B529,antibiotic inactivation,0
A0A0Q1J454,antibiotic inactivation,0
V6HL65,antibiotic target alteration,0
YP_607927,antibiotic efflux,0
A0A0Q8FF76,antibiotic target alteration,0
A0A0T6RJ84,antibiotic target alteration,0
A4GWT3,antibiotic inactivation,0
A0A0Q4ETJ9,antibiotic efflux,0
J7K4G1,antibiotic inactivation,0
A0A0S3JGS6,antibiotic target alteration,0
U1BJ81,antibiotic efflux,0
Q9WWZ8,antibiotic efflux,0
A0A022GNP8,antibiotic target alteration,0
Q5MDG3,antibiotic inactivation,0
C3WAT7,antibiotic target alteration,0
A0A0L6FTM0,antibiotic target alteration,0
W0A131,antibiotic inactivation,0
A0A073K870,antibiotic inactivation,0
X2HAM1,antibiotic target alteration,0
I6YE73,antibiotic inactivation,0
BAA08271,antibiotic inactivation,0
A0A0C1WYC1,antibiotic target alteration,0
A0A0P6S5L3,antibiotic target alteration,0
U2ENR8,antibiotic efflux,0
ZP_03941859,antibiotic target alteration,0
S9TBG2,antibiotic target alteration,0
A0A0E9DS96,antibiotic target alteration,0
A0A0K0S236,antibiotic target alteration,0
A0A0J0IAS8,antibiotic target alteration,0
B9YZB2,antibiotic target alteration,0
A0A0U4VX67,antibiotic target alteration,0
AAK53751,antibiotic inactivation,0
A0A0B2T2G8,antibiotic target alteration,0
A0A0U1YUG1,antibiotic inactivation,0
F6G3R3,antibiotic target alteration,0
C6Z584,antibiotic inactivation,0
A0A0T6ZPM8,antibiotic inactivation,0
YP_333454,antibiotic efflux,0
X2H3S7,antibiotic efflux,0
A3D8D6,antibiotic inactivation,0
A0A0P9HV92,antibiotic target alteration,0
A0A127AL46,antibiotic inactivation,0
D6BDL7,antibiotic efflux,0
A0A0M3STF3,antibiotic inactivation,0
A0A083ZSS3,antibiotic inactivation,0
S4YKB3,antibiotic efflux,0
A0A0W5CXN7,antibiotic target alteration,0
A0A0W1FB41,antibiotic target alteration,0
A0A0N0JN33,antibiotic inactivation,0
YP_746446,antibiotic target alteration,0
A0A060KTG5,antibiotic inactivation,0
E3D233,antibiotic efflux,0
R9WJA6,antibiotic inactivation,0
A4EC27,antibiotic target alteration,0
X8IDE6,antibiotic efflux,0
A0A095X005,antibiotic target alteration,0
A0A0B6A108,antibiotic inactivation,0
A0A073HCK9,antibiotic target alteration,0
I1V599,antibiotic inactivation,0
E7MQJ2,antibiotic target alteration,0
R7WZU2,antibiotic inactivation,0
U2UGV3,antibiotic target alteration,0
Q5Q117,antibiotic inactivation,0
U7GTN2,antibiotic target alteration,0
A0A0C2RTZ0,antibiotic target alteration,0
A0A0A6UJ15,antibiotic inactivation,0
A0A0Q3QK03,antibiotic inactivation,0
W2DF52,antibiotic inactivation,0
N8TJL3,antibiotic target alteration,0
1112175A,antibiotic target alteration,0
R8E0T4,antibiotic inactivation,0
A0A101AKG1,antibiotic inactivation,0
1BLC,antibiotic inactivation,0
D4W9A2,antibiotic target alteration,0
A0A024HIF2,antibiotic target alteration,0
A0A0D1BU19,antibiotic target alteration,0
D6J5D0,antibiotic inactivation,0
A0A0M2AL21,antibiotic target alteration,0
YP_001477377,antibiotic efflux,0
AAM46773,antibiotic inactivation,0
A0A0Q6VPL3,antibiotic inactivation,0
B7INI5,antibiotic inactivation,0
U6A6K4,antibiotic inactivation,0
A0A0F0YAB9,antibiotic target alteration,0
ZP_04202328,antibiotic target alteration,0
A0A0D5WT53,antibiotic efflux,0
A0A089HM65,antibiotic inactivation,0
AAY52007,antibiotic target alteration,0
ZP_04623897,antibiotic efflux,0
H6CP56,antibiotic target alteration,0
A0A103DWZ7,antibiotic target alteration,0
A0A0Q6W9P1,antibiotic target alteration,0
D1LFE1,antibiotic inactivation,0
A0A0T7FMH0,antibiotic target alteration,0
A0A088X6K4,antibiotic inactivation,0
Q4HTD3,antibiotic efflux,0
R6A4K8,antibiotic target alteration,0
A0A024E3R8,antibiotic target alteration,0
V6IZQ6,antibiotic target alteration,0
D5T3E5,antibiotic target alteration,0
A0A0U5NV03,antibiotic target alteration,0
AAZ98835,antibiotic target alteration,0
YP_002552549,antibiotic target alteration,0
A0A133HH81,antibiotic target alteration,0
C1D4X7,antibiotic target alteration,0
A0A0F5R1F7,antibiotic inactivation,0
W0JK45,antibiotic target alteration,0
U2MCW0,antibiotic efflux,0
L9M7P6,antibiotic inactivation,0
F3PNS1,antibiotic inactivation,0
A7N8N9,antibiotic inactivation,0
A0A151A730,antibiotic target alteration,0
A0A0T9NHX1,antibiotic inactivation,0
A0A0E2QSM7,antibiotic inactivation,0
M8JR02,antibiotic inactivation,0
A0A0B2BAA2,antibiotic inactivation,0
A0A0J5VGF2,antibiotic target alteration,0
V9HDR8,antibiotic efflux,0
A0A0L6N8J3,antibiotic target alteration,0
U7A0U5,antibiotic inactivation,0
BAH61691,antibiotic target alteration,0
A0A070F4A6,antibiotic efflux,0
A0A0C2VQU8,antibiotic target alteration,0
A0A0B5SBY0,antibiotic target alteration,0
W7PFH5,antibiotic efflux,0
J8D640,antibiotic inactivation,0
A0A0E1E9E4,antibiotic target alteration,0
AAZ98839,antibiotic target alteration,0
AAF72364,antibiotic target alteration,0
A0A0B4ZZH9,antibiotic inactivation,0
YP_407313,antibiotic efflux,0
J8PUJ0,antibiotic inactivation,0
C0B3B9,antibiotic inactivation,0
A0A0M3EZ60,antibiotic efflux,0
A0A127SIJ3,antibiotic inactivation,0
A0A0Q6T5Z2,antibiotic target alteration,0
A0A0R2X4P9,antibiotic target alteration,0
YP_001778538,antibiotic efflux,0
A3Q393,antibiotic inactivation,0
AAZ85968,antibiotic inactivation,0
M3EPQ4,antibiotic inactivation,0
K0PYR4,antibiotic inactivation,0
A0A127SD79,antibiotic inactivation,0
Q84GI2,antibiotic inactivation,0
Q18BJ5,antibiotic target alteration,0
YP_600745,antibiotic target protection,0
A0A0F6BS68,antibiotic target alteration,0
F0JNW3,antibiotic inactivation,0
E6WIX2,antibiotic target alteration,0
A0A0X8BUC1,antibiotic target alteration,0
A0A0T9UNS3,antibiotic inactivation,0
J3DVE0,antibiotic inactivation,0
A0A031IF77,antibiotic target alteration,0
A0A0Q4MPP7,antibiotic target alteration,0
C5MRD2,antibiotic inactivation,0
Q3KCC1,antibiotic target alteration,0
A0A0F7LVF9,antibiotic target alteration,0
G8QPK7,antibiotic target alteration,0
L2VQQ6,antibiotic target alteration,0
E6UY86,antibiotic inactivation,0
D8PC81,antibiotic target alteration,0
AAR96043,antibiotic efflux,0
A0A0F1D5F1,antibiotic target alteration,0
CAA10366,antibiotic target replacement,0
H3SN34,antibiotic target alteration,0
A0A0U1AM92,antibiotic inactivation,0
A0A011ACS6,antibiotic target alteration,0
A0A0T9TPD1,antibiotic inactivation,0
A0A088BG72,antibiotic inactivation,0
A0A150EQT6,antibiotic inactivation,0
A0A120LNN1,antibiotic target alteration,0
K4NP95,antibiotic inactivation,0
NP_240031,antibiotic target alteration,0
A0A0K6JF03,antibiotic target alteration,0
J0VP79,antibiotic target alteration,0
A0A016QLA4,antibiotic target alteration,0
ZP_03938934,antibiotic target alteration,0
A0A0K4QTT2,antibiotic target alteration,0
R5DC77,antibiotic target alteration,0
YP_369007,antibiotic efflux,0
A0A0Q5CRB6,antibiotic target alteration,0
A0A135WFY2,antibiotic target alteration,0
EDJ91555,antibiotic target alteration,0
A0A0M0LI12,antibiotic target alteration,0
B8ZI18,antibiotic inactivation,0
A0A0J5FUK7,antibiotic target alteration,0
W5IU08,antibiotic target alteration,0
A0A0M0M852,antibiotic inactivation,0
YP_001588578,antibiotic efflux,0
A5W485,antibiotic inactivation,0
A0PFL4,antibiotic inactivation,0
C6SFF4,antibiotic efflux,0
CAQ06447,antibiotic target protection,0
Q2FC38,antibiotic inactivation,0
R5GFN0,antibiotic target alteration,0
ZP_03835208,antibiotic target alteration,0
A0A0A0Q7Z2,antibiotic inactivation,0
A2W4Q2,antibiotic inactivation,0
AAG03815,antibiotic efflux,0
A0A0R1M361,antibiotic target alteration,0
F7NWF3,antibiotic inactivation,0
Q84GI3,antibiotic inactivation,0
BAC53608,antibiotic inactivation,0
ZP_04623431,antibiotic target alteration,0
W6X4X4,antibiotic inactivation,0
A0A0Q4GDE2,antibiotic target alteration,0
A0A0U3GYH8,antibiotic inactivation,0
O24684,antibiotic inactivation,0
A0A151UPR3,antibiotic inactivation,0
AAZ32816,antibiotic target protection,0
ABW72062,antibiotic efflux,0
M6AYK7,antibiotic target alteration,0
W4AKT0,antibiotic target alteration,0
A0A0K2JNF9,antibiotic inactivation,0
YP_002382998,antibiotic efflux,0
F5LER1,antibiotic inactivation,0
E0I690,antibiotic target alteration,0
A0A0D1AFP2,antibiotic target alteration,0
A0A028E7I2,antibiotic target alteration,0
A0A0G1MU32,antibiotic target alteration,0
A0A103ZT65,antibiotic efflux,0
A0A0I9QPR6,antibiotic inactivation,0
A0A127SKI3,antibiotic inactivation,0
A0A0F5FHA5,antibiotic target alteration,0
A0A0H4IV36,antibiotic inactivation,0
YP_854844,antibiotic efflux,0
A0A0T6URX4,antibiotic target alteration,0
YP_002114165,antibiotic efflux,0
M2Y590,antibiotic target alteration,0
A0A0K6B537,antibiotic efflux,0
A0A0S3NIA5,antibiotic efflux,0
J8KM50,antibiotic inactivation,0
I2WCZ0,antibiotic efflux,0
A0A098EXY4,antibiotic target alteration,0
ABV57476,antibiotic target protection,0
A0A0A7Q8V1,antibiotic target alteration,0
A0A0S4UFZ5,antibiotic target alteration,0
A0A0N0VBA0,antibiotic target alteration,0
A0A098FLY9,antibiotic inactivation,0
A0A0M2EJJ1,antibiotic inactivation,0
A0A0R1KWN6,antibiotic target alteration,0
A0A135NUB0,antibiotic target alteration,0
I4A5F6,antibiotic target alteration,0
A0A0N7AKR5,antibiotic inactivation,0
S3VTE0,antibiotic target alteration,0
A0A0N7H0W3,antibiotic target alteration,0
K5C7Q2,antibiotic target alteration,0
A0A0N0KYZ9,antibiotic inactivation,0
A0A0R2XSC3,antibiotic target alteration,0
ZP_02371790,antibiotic efflux,0
A0A127SFQ1,antibiotic inactivation,0
C2PQC4,antibiotic target alteration,0
A0A124RDQ9,antibiotic inactivation,0
C4K4T3,antibiotic target alteration,0
YP_001844878,others,0
C7MP69,antibiotic target alteration,0
ZP_04114929,antibiotic inactivation,0
A0A0D7XLE6,antibiotic inactivation,0
J2WV54,antibiotic target alteration,0
A0A0Q6FTM6,antibiotic inactivation,0
YP_001455919,antibiotic efflux,0
L2W248,antibiotic efflux,0
D2T2T5,antibiotic target alteration,0
ZP_03065589,antibiotic target alteration,0
A0A0H3J0T0,antibiotic target alteration,0
A0A071LXK7,antibiotic target alteration,0
AAM48122,antibiotic inactivation,0
A0A100YEA2,antibiotic inactivation,0
I2NXD0,antibiotic efflux,0
A0A0N7AFF3,antibiotic inactivation,0
A0A060LRK5,antibiotic inactivation,0
A0A0F7CIS0,antibiotic target alteration,0
D4C360,antibiotic inactivation,0
A0A0G3QD89,antibiotic target alteration,0
A0A0G1UVV6,antibiotic target alteration,0
I6S3T9,antibiotic target alteration,0
A0A0A0QAU6,antibiotic inactivation,0
AAT45026,antibiotic inactivation,0
A0A031FMV0,antibiotic target alteration,0
A0A158DUS2,antibiotic target alteration,0
A0A089J800,antibiotic target alteration,0
A0A0F5HLM8,antibiotic target alteration,0
CAB61231,antibiotic target alteration,0
K8R7N2,antibiotic inactivation,0
A0A142F7T1,antibiotic target alteration,0
A0A064DQ14,antibiotic target alteration,0
E1HXX3,antibiotic inactivation,0
J3GXJ7,antibiotic inactivation,0
A0A0A7HF66,antibiotic inactivation,0
I6SR65,antibiotic inactivation,0
A0A0Q0SPA8,antibiotic target alteration,0
G2ILK9,antibiotic target alteration,0
A0A0A3W5I2,antibiotic target alteration,0
R8Z908,antibiotic efflux,0
YP_002806550,antibiotic efflux,0
A0A0Q6NSH9,antibiotic target alteration,0
S4CWC4,antibiotic target alteration,0
J4UBX4,antibiotic target alteration,0
AAA26550.1,antibiotic inactivation,0
A0A0G8F8G6,antibiotic inactivation,0
A0A0F4BBC8,antibiotic inactivation,0
A0A0F0H8V7,antibiotic inactivation,0
F0GTZ9,antibiotic target alteration,0
A0A0G8G3Y5,antibiotic target alteration,0
G4EVI7,antibiotic inactivation,0
A0A0U1YUI3,antibiotic inactivation,0
YP_001116032,antibiotic efflux,0
YP_311196,antibiotic target alteration,0
A0A060KTQ6,antibiotic inactivation,0
B0MI88,antibiotic target alteration,0
A0A127I0J6,antibiotic efflux,0
K7WQC2,antibiotic target alteration,0
P21598,antibiotic target protection,0
A0A0H5AFW3,antibiotic target alteration,0
ZP_04239522,antibiotic inactivation,0
A0A024E3J7,antibiotic target alteration,0
AAQ21216,antibiotic efflux,0
A0A0E2DQL3,antibiotic target alteration,0
C2KII6,antibiotic target alteration,0
A0A156H1Z0,antibiotic inactivation,0
A0A024KYN2,antibiotic target alteration,0
C8SZL2,antibiotic target alteration,0
A0A0Q7VYU9,antibiotic target alteration,0
D3A171,antibiotic inactivation,0
A0A0D5NNV8,antibiotic target alteration,0
D3D1L5,antibiotic inactivation,0
T44117,antibiotic target replacement,0
I1V578,antibiotic inactivation,0
N9GYB3,antibiotic inactivation,0
A0A0J1NDE4,antibiotic target alteration,0
A0A0X2NX14,antibiotic efflux,0
A0A0K4ACT9,antibiotic efflux,0
A0A0F7LFU0,antibiotic inactivation,0
B1LEM1,antibiotic efflux,0
K0FHY0,antibiotic inactivation,0
A0A060L001,antibiotic inactivation,0
BAH18719.1,antibiotic inactivation,0
F2KHX8,antibiotic target alteration,0
AAL14440,antibiotic efflux,0
YP_001583350,antibiotic efflux,0
E9LZM7,antibiotic inactivation,0
YP_621023,antibiotic efflux,0
A0A026S2N1,antibiotic inactivation,0
D6I9J6,antibiotic target alteration,0
B1ZWC3,antibiotic target alteration,0
A0A127SF31,antibiotic inactivation,0
A0A0E3V2H3,antibiotic efflux,0
ABG36698,antibiotic target replacement,0
A0A0K0HBZ3,antibiotic target alteration,0
A0A0P9K4B7,antibiotic efflux,0
X8HVY4,antibiotic target alteration,0
T5TUU0,antibiotic efflux,0
E9LY84,antibiotic inactivation,0
A0A116R5A8,antibiotic target alteration,0
A0A0U1HN37,antibiotic efflux,0
I4YQ68,antibiotic inactivation,0
A0A0J6L6Q7,antibiotic inactivation,0
A0A0F4LQY2,antibiotic target alteration,0
M4Q6F4,antibiotic inactivation,0
A0A0D6WNL4,antibiotic inactivation,0
ZP_04635128,antibiotic efflux,0
F5SLG5,antibiotic inactivation,0
I4K7K8,antibiotic inactivation,0
A0A0M8JEH5,antibiotic target alteration,0
J8D454,antibiotic inactivation,0
A0A089I9A4,antibiotic target alteration,0
H1PIR4,antibiotic target alteration,0
A0A0D0FA69,antibiotic inactivation,0
A0A085GHK3,antibiotic inactivation,0
A0A0A0WUC6,antibiotic inactivation,0
G2IZG4,antibiotic target alteration,0
A0A077KX16,antibiotic target alteration,0
NP_290714,antibiotic efflux,0
A0A0U4X5L2,antibiotic inactivation,0
A0A0W0B896,antibiotic target alteration,0
A0A089UB05,antibiotic target alteration,0
A0A0W1G8V7,antibiotic target alteration,0
NP_598114,antibiotic efflux,0
BAG21957,antibiotic efflux,0
A0A100WQU4,antibiotic inactivation,0
A0KQX4,antibiotic inactivation,0
A0A024HLW8,antibiotic target alteration,0
ZP_04618869,antibiotic efflux,0
A0A127SRX8,antibiotic inactivation,0
A0A0S1RS40,antibiotic inactivation,0
A0A0G3SH82,antibiotic target alteration,0
A7FMC1,antibiotic target alteration,0
U5EGK1,antibiotic inactivation,0
V6M3W5,antibiotic inactivation,0
W6J4X2,antibiotic target alteration,0
ZP_03930663,antibiotic target alteration,0
AAN41000,antibiotic efflux,0
A6W0K4,antibiotic target alteration,0
A0A147DB24,antibiotic target alteration,0
A0A0U5FQ12,antibiotic target alteration,0
D7WXF9,antibiotic inactivation,0
E1PKH3,antibiotic target alteration,0
C0LRU8,antibiotic inactivation,0
A0A072NFS5,antibiotic target alteration,0
AAD42180,antibiotic target alteration,0
A0A0T7FJN1,antibiotic target alteration,0
W1IVD4,antibiotic inactivation,0
AAD42182.1,antibiotic target alteration,0
A0A029LSQ5,antibiotic efflux,0
R8V9D8,antibiotic inactivation,0
W0P4B9,antibiotic target alteration,0
A5N0R4,antibiotic target alteration,0
A0A0S4P7G7,antibiotic inactivation,0
A3F6A3,antibiotic inactivation,0
A0A0A0Q8R3,antibiotic inactivation,0
Q98DM7,antibiotic target alteration,0
A0A0A0IA03,antibiotic target alteration,0
W5ILL8,antibiotic target alteration,0
ABB70054,antibiotic target protection,0
A0A0G8CQW8,antibiotic inactivation,0
A0A0E3M167,antibiotic inactivation,0
F1CGM0,antibiotic inactivation,0
A0A090YYS0,antibiotic target alteration,0
G5RV67,antibiotic inactivation,0
A0A0M4FQ26,antibiotic inactivation,0
A0A127H143,antibiotic target alteration,0
C6RK20,antibiotic target alteration,0
D2U0I5,antibiotic efflux,0
A0A0H2LPW0,antibiotic target alteration,0
A0A127SII2,antibiotic inactivation,0
A0A0K9TC80,antibiotic target alteration,0
A0A023Y951,antibiotic target alteration,0
A0A127SCT8,antibiotic inactivation,0
B8ZI05,antibiotic inactivation,0
Q8KT53,antibiotic inactivation,0
